temperature,rainfall,humidity,yeild_apples
55,23,48,45
32,46,52,45
61,82,51,60
47,21,48,42
46,62,77,65
24,54,86,61
61,96,60,68
93,38,55,63
73,47,61,62
27,54,68,53
77,63,41,56
80,73,66,72
33,67,37,42
94,99,96,96
29,87,38,45
22,55,88,62
30,72,31,39
72,56,69,67
70,90,45,62
54,57,24,40
58,82,54,61
61,93,37,55
71,73,81,76
86,32,50,57
67,43,39,48
98,65,48,66
68,90,69,73
78,54,47,58
92,61,25,52
98,88,99,96
36,69,53,51
72,83,74,75
77,65,57,65
40,23,100,67
42,83,51,55
81,87,82,83
39,70,54,53
99,88,51,73
20,33,49,37
95,87,53,72
45,42,47,45
83,68,66,72
81,73,90,84
49,29,84,62
52,98,36,53
75,71,36,55
87,50,71,72
68,79,100,86
25,64,85,63
50,94,77,72
45,52,21,34
45,84,92,76
43,44,53,48
39,39,30,34
48,95,78,72
73,52,27,46
60,24,30,38
92,33,34,51
69,40,33,45
74,96,26,54
34,20,65,47
89,49,83,78
80,30,30,45
75,59,95,82
50,99,82,76
29,69,67,56
80,92,90,87
97,38,75,74
96,92,33,64
91,94,47,70
98,53,23,52
55,25,25,34
74,59,56,62
40,77,39,47
91,90,24,57
53,82,51,58
65,41,81,68
66,98,58,68
38,20,49,40
98,99,99,99
30,50,94,66
92,73,85,85
67,84,66,70
44,49,92,69
24,88,55,52
81,70,68,72
46,94,92,79
87,30,62,63
88,70,26,53
34,63,51,48
43,66,92,72
58,28,53,50
61,45,55,55
33,65,71,58
49,86,45,54
63,54,89,74
39,45,85,63
70,27,30,41
78,98,92,89
23,88,80,64
38,79,87,71
67,80,61,67
83,51,81,76
56,50,79,66
57,61,84,71
39,58,91,69
93,98,79,87
30,30,68,49
66,94,48,63
98,42,78,77
40,21,79,56
72,95,45,63
74,89,27,54
70,51,48,55
56,66,56,58
21,50,95,64
24,69,20,31
95,21,34,50
55,75,85,74
41,35,71,55
23,45,33,32
55,23,26,34
79,39,63,63
21,85,21,34
60,67,69,66
81,75,64,71
67,25,40,45
63,62,32,47
29,86,38,45
88,40,22,45
23,74,100,72
55,37,70,59
40,91,83,72
52,29,62,52
27,100,44,50
89,68,97,89
49,51,98,74
42,51,61,53
98,97,83,90
91,22,67,65
78,36,76,69
74,49,24,44
41,63,30,40
37,53,26,35
45,34,71,56
34,98,82,71
82,31,94,78
36,94,52,56
85,70,59,69
52,59,70,62
94,93,67,80
86,92,51,70
22,52,69,52
53,75,92,77
68,20,36,42
49,23,34,36
71,31,68,62
73,77,59,67
52,92,66,67
23,89,93,71
47,34,56,49
93,87,29,60
38,79,53,54
98,61,61,72
58,84,25,47
73,77,87,81
40,23,84,59
76,30,39,48
42,81,98,78
82,62,38,56
22,27,68,46
71,54,45,55
43,28,23,30
85,60,38,56
70,23,77,64
49,89,72,68
26,26,40,33
34,65,98,72
40,46,85,64
54,30,45,45
62,75,35,51
72,58,80,73
39,53,75,60
53,94,55,62
34,41,39,38
88,98,56,74
71,46,100,80
59,56,76,67
20,53,56,45
78,33,46,53
78,48,65,66
56,61,80,69
21,22,45,33
28,33,42,36
65,88,59,67
54,38,43,45
55,67,96,78
84,49,44,57
62,69,48,56
96,24,78,73
58,98,99,86
24,55,26,31
79,23,31,44
83,35,97,80
48,49,21,35
22,74,23,33
54,100,65,69
81,84,22,52
71,38,76,67
82,76,84,82
43,94,42,53
50,99,79,74
48,76,66,63
57,46,55,54
56,24,96,70
49,20,100,69
56,33,87,67
75,24,53,54
36,38,29,33
23,78,91,68
73,91,99,90
99,41,37,56
29,45,79,57
82,85,93,88
54,88,52,60
93,74,29,57
79,83,33,57
75,63,33,52
54,42,25,37
50,43,79,63
27,81,68,58
55,81,30,48
31,40,26,30
62,98,67,72
28,26,96,62
98,70,29,58
67,70,35,52
31,92,90,73
80,84,50,66
24,87,26,38
61,97,80,78
52,95,75,72
25,87,67,58
74,66,31,51
70,29,84,69
24,70,85,64
56,74,88,76
35,61,41,43
87,57,91,83
56,36,80,64
52,62,70,63
40,60,38,43
28,33,94,62
61,68,25,44
61,87,25,48
27,73,92,69
32,33,93,63
45,46,83,64
47,45,64,55
83,75,46,63
82,77,40,60
54,91,86,77
47,69,67,61
94,39,79,76
94,51,66,71
63,54,65,62
59,63,82,71
24,37,46,38
25,62,88,64
31,82,99,75
21,52,24,29
25,70,24,34
38,36,75,56
63,30,48,49
73,45,27,44
51,81,57,60
76,70,76,75
40,94,39,50
26,76,60,53
38,54,48,46
38,50,23,33
89,86,87,87
77,30,94,76
52,49,78,64
40,83,68,63
71,21,43,47
76,61,75,72
51,47,54,52
95,30,46,58
94,77,89,88
94,79,73,80
67,72,72,70
99,58,34,58
42,68,68,60
85,39,27,47
66,39,22,39
31,91,62,58
66,26,59,54
87,23,58,60
26,77,65,56
72,44,55,58
79,25,97,77
43,65,88,70
53,85,57,61
40,77,26,40
57,40,38,44
54,55,97,76
49,25,34,37
99,65,35,60
31,94,88,72
27,74,69,57
97,34,49,60
82,87,63,74
62,51,68,63
77,50,71,69
100,95,67,82
79,68,76,75
75,90,72,76
49,24,83,61
45,44,68,56
23,54,39,37
76,56,28,48
37,82,93,74
27,34,44,37
95,91,99,96
58,37,88,69
64,43,38,47
30,69,84,65
87,67,58,68
84,65,59,68
32,57,54,48
100,86,53,74
99,96,39,68
27,89,45,48
88,75,70,76
27,55,33,36
49,72,65,62
74,67,96,84
73,57,84,75
65,59,93,78
84,21,47,53
60,26,86,66
54,28,84,64
69,56,99,81
62,27,39,44
47,75,41,50
76,63,66,68
37,50,82,62
85,60,77,76
67,56,25,44
46,66,79,66
33,100,25,42
78,74,38,57
81,35,82,72
21,94,26,38
65,39,29,42
46,24,34,36
79,70,41,58
69,39,90,74
23,24,75,49
91,90,77,84
46,99,47,57
62,31,39,44
42,51,45,45
34,20,93,61
22,94,68,59
92,98,58,76
89,49,67,70
79,29,26,42
67,86,23,49
90,85,47,68
90,45,87,80
30,54,97,68
90,56,37,57
79,36,70,66
81,80,26,53
77,36,54,57
48,90,66,65
20,45,81,56
65,61,68,66
96,21,51,58
26,41,59,46
24,89,24,37
85,79,43,63
70,91,23,51
23,70,53,47
25,45,80,56
89,94,82,86
23,45,42,37
56,96,75,74
43,36,43,42
95,22,75,70
91,89,44,67
81,44,90,78
79,80,95,87
37,86,78,67
90,26,33,49
50,93,92,80
61,33,100,75
86,41,31,50
54,78,98,81
96,53,74,76
61,56,71,65
71,53,89,76
74,97,93,88
36,89,98,78
82,32,51,56
21,23,81,51
48,97,65,66
21,67,83,61
48,35,67,55
65,89,96,85
76,29,44,51
95,46,27,51
89,80,73,79
85,46,90,80
75,83,65,72
74,88,26,53
27,75,60,53
82,80,93,87
23,91,75,63
37,79,39,46
50,54,45,48
32,52,21,30
51,20,80,59
69,79,44,58
49,99,66,68
64,89,36,55
20,32,84,54
72,57,34,50
96,89,52,73
78,20,87,71
89,64,22,50
46,24,65,51
86,78,70,76
99,33,78,75
74,95,45,64
85,82,87,85
40,74,51,52
40,32,49,43
80,21,67,62
69,75,95,83
29,68,49,47
65,85,82,78
77,100,74,80
29,44,40,38
39,43,31,36
65,40,58,56
45,21,32,34
95,25,29,48
79,28,97,78
54,50,40,46
28,78,43,46
66,88,38,56
67,69,56,62
27,42,97,65
26,77,26,36
88,55,45,60
57,69,85,73
36,65,81,64
44,94,33,48
41,33,100,69
73,36,36,47
30,86,77,65
95,80,60,74
29,54,74,56
46,66,89,72
97,42,43,59
43,44,25,34
94,25,46,56
21,39,84,56
72,86,20,49
72,66,31,50
63,99,25,51
79,90,44,64
52,24,97,69
96,93,34,64
65,70,46,56
48,74,61,60
67,92,46,62
89,86,63,75
92,54,93,85
37,65,98,73
86,89,94,91
90,57,45,61
36,79,89,71
46,93,89,77
82,70,86,82
89,32,34,50
43,32,90,64
95,47,31,53
65,73,55,62
90,38,73,71
57,41,52,51
99,75,39,64
49,46,97,72
35,20,30,30
39,58,96,71
25,95,35,44
70,56,47,56
65,87,28,51
84,91,60,73
54,65,85,72
42,55,83,65
77,38,38,50
97,43,47,61
94,90,96,94
74,66,87,79
57,98,28,51
51,51,22,36
50,79,20,41
85,73,55,68
83,77,95,88
43,67,36,44
65,92,87,81
61,74,23,45
96,45,62,69
36,93,67,63
50,80,30,46
84,35,97,81
69,46,61,60
30,33,31,31
91,38,22,46
73,55,76,71
91,26,67,66
70,52,95,79
41,34,35,37
55,56,72,64
46,94,75,70
71,96,46,64
82,95,64,76
45,39,63,53
67,69,68,68
67,54,56,59
90,32,81,74
73,53,20,42
61,49,40,48
21,72,64,53
87,53,23,48
20,63,28,33
42,38,77,59
25,68,53,48
88,76,32,58
21,39,99,64
79,23,35,46
69,55,48,56
32,42,74,55
39,80,64,60
35,73,94,72
62,61,50,56
20,51,99,66
82,21,68,63
62,97,71,74
29,48,72,54
77,98,36,61
63,41,57,56
35,40,38,38
83,83,57,70
38,64,57,53
98,30,53,62
50,38,93,69
75,23,41,48
96,76,63,76
79,39,62,62
34,48,51,45
52,62,25,40
85,30,72,68
25,53,40,38
92,29,100,83
82,55,93,82
61,60,45,53
26,37,22,26
55,75,28,46
95,74,96,91
23,96,74,63
56,34,25,36
65,25,20,34
42,100,58,62
30,72,73,60
88,31,96,81
38,65,69,59
77,92,25,54
72,30,79,67
99,76,44,67
27,40,66,49
94,20,68,66
27,33,42,36
29,65,65,54
33,41,22,29
69,84,51,63
58,66,82,72
56,27,93,69
68,23,70,60
42,29,83,60
98,68,73,80
55,81,21,43
47,25,55,47
25,71,75,59
60,69,33,48
83,98,47,68
55,88,46,57
89,36,97,82
93,76,52,69
41,87,75,67
42,30,46,42
94,45,75,75
37,88,32,45
52,52,98,75
62,70,85,75
58,70,97,80
89,29,84,74
94,66,31,57
39,51,57,50
29,50,95,66
22,73,33,38
65,72,87,77
38,51,82,63
61,94,90,82
43,85,95,77
61,49,30,43
59,29,97,72
27,35,90,60
21,46,91,61
46,48,76,61
64,97,99,88
80,67,86,80
40,96,49,56
33,26,20,25
96,48,20,48
86,36,21,44
42,57,97,72
20,81,22,33
35,95,26,42
76,66,98,85
62,41,63,58
34,99,97,78
70,77,49,61
79,47,73,70
80,31,83,72
35,33,56,45
79,22,48,52
97,25,79,74
35,98,76,68
55,35,71,59
38,43,60,50
86,51,90,81
67,45,97,78
98,49,52,65
52,52,31,42
51,80,31,47
95,33,23,47
99,100,41,70
39,92,25,43
50,93,71,69
61,58,74,67
73,30,56,56
68,30,85,69
84,29,46,54
56,44,73,62
30,45,28,32
98,100,79,89
29,89,29,41
74,67,61,66
45,41,93,68
52,83,61,63
23,39,89,59
100,96,49,74
30,54,49,44
42,55,38,43
100,55,26,54
32,92,78,67
62,80,71,70
57,98,21,47
53,50,25,38
72,24,38,45
59,38,86,68
30,97,41,49
57,100,93,84
65,84,25,49
48,74,49,54
44,41,40,41
53,99,37,54
20,53,96,65
89,37,87,78
44,87,60,61
56,100,38,56
36,83,66,60
78,34,39,50
100,67,55,71
84,30,52,57
73,34,45,51
86,34,46,56
25,83,89,69
49,26,47,43
60,59,37,48
56,90,44,57
24,68,45,43
21,34,77,52
51,50,21,36
42,61,95,72
35,89,43,50
92,72,92,88
53,88,81,74
39,73,62,57
34,27,25,28
77,92,65,74
47,47,25,36
90,84,21,54
58,42,98,75
22,86,32,40
58,80,27,47
67,53,47,54
90,100,63,78
28,81,35,42
45,84,28,44
97,90,69,82
20,44,44,37
48,51,83,66
75,28,42,49
63,59,75,68
22,62,95,66
38,79,73,64
82,25,65,62
59,93,74,73
72,90,48,64
100,53,76,79
59,22,34,39
32,100,22,41
73,68,77,74
57,26,20,32
43,76,64,60
90,29,47,56
53,75,45,53
84,93,62,75
93,60,38,59
61,53,88,73
71,33,48,52
94,99,61,78
41,28,52,44
51,55,88,70
68,86,32,54
51,55,83,68
58,93,79,76
83,31,41,52
32,62,80,62
64,23,73,60
87,27,54,58
22,33,67,47
66,52,65,63
48,72,52,55
62,30,94,72
71,45,98,79
75,22,22,38
95,68,58,71
47,42,97,71
94,98,41,68
58,44,21,37
27,75,98,72
89,31,45,55
79,20,92,74
45,45,60,52
84,75,40,60
80,43,34,50
43,100,86,76
81,99,77,83
85,23,39,50
44,98,46,56
50,72,63,61
73,66,27,49
89,22,33,48
72,47,29,46
54,55,54,54
42,23,71,53
98,59,37,60
66,30,31,41
61,85,64,67
23,76,90,67
20,92,50,49
77,45,24,44
21,50,46,39
35,46,54,47
31,51,96,68
73,29,55,55
42,61,88,69
73,44,83,72
85,72,63,71
73,90,92,86
89,58,51,64
44,55,67,58
83,32,64,63
92,92,55,74
86,43,95,82
65,50,99,79
60,60,67,64
35,54,36,39
75,80,32,54
26,77,74,60
45,29,86,62
74,94,89,86
73,74,56,65
73,63,91,80
80,23,73,65
57,99,58,66
66,78,58,64
45,35,97,69
50,41,98,72
29,58,39,40
63,90,41,57
75,57,92,80
80,61,79,76
76,61,46,58
94,87,85,88
60,53,100,79
74,76,84,79
32,20,22,25
66,64,46,56
84,75,23,52
89,66,55,67
49,75,27,43
75,45,77,70
20,20,37,28
93,20,38,51
86,55,71,72
77,89,74,78
68,82,70,72
98,74,46,67
84,49,80,75
87,61,28,52
75,90,53,67
90,86,76,82
29,33,21,26
57,99,57,65
54,44,51,50
33,78,69,60
72,66,73,71
61,31,72,60
91,56,26,52
58,23,54,49
63,64,47,55
61,79,97,83
47,56,93,72
89,95,20,56
68,77,83,77
63,60,62,62
54,55,87,71
24,73,20,32
29,94,29,42
77,38,49,55
27,33,100,65
76,20,59,56
33,69,57,52
77,94,43,63
87,38,77,72
61,46,55,55
43,96,71,68
40,31,38,37
95,58,40,60
40,83,48,53
55,54,66,60
53,48,92,72
46,76,96,77
26,60,75,57
26,24,53,39
28,45,90,62
42,82,83,70
65,65,78,72
98,28,34,52
71,85,61,69
63,37,91,72
84,67,80,79
89,23,67,65
74,79,23,50
67,76,57,64
24,45,20,26
64,50,32,45
69,31,43,48
28,20,30,27
69,41,57,57
39,71,26,39
44,64,51,52
45,91,77,70
33,69,65,56
36,25,40,36
84,98,26,58
85,26,74,68
45,56,58,54
78,46,50,58
49,70,41,49
99,80,20,56
56,88,99,84
98,51,32,56
33,66,70,58
54,84,86,76
48,64,59,57
21,72,67,54
96,27,63,66
26,25,84,55
51,29,46,44
79,85,47,64
60,20,31,38
95,48,27,52
44,65,23,38
41,87,49,54
64,50,56,57
30,20,32,29
52,59,46,50
49,96,30,49
60,41,20,36
70,25,46,49
80,21,35,46
99,39,78,76
68,34,26,40
43,60,36,43
73,37,50,54
40,34,48,43
98,88,77,86
73,58,36,52
67,60,43,54
20,83,92,69
41,65,82,66
85,68,39,59
75,59,83,76
95,67,69,76
79,42,51,58
78,95,21,53
85,81,50,67
59,78,59,63
92,56,86,82
79,69,59,67
53,95,96,83
54,34,96,71
34,37,63,49
21,20,72,46
73,20,39,45
94,26,83,75
71,23,35,43
28,79,93,71
38,43,87,64
77,28,48,53
57,60,40,49
90,65,70,75
57,87,40,54
95,44,35,55
54,57,97,76
61,28,45,46
77,76,64,70
47,64,86,70
52,33,55,50
52,35,98,72
65,35,69,61
43,29,63,50
60,92,21,47
90,43,71,71
50,90,75,70
30,83,38,45
32,63,91,68
43,72,25,40
51,88,74,70
82,99,81,85
44,54,97,72
85,54,78,75
54,76,78,70
47,70,25,41
85,88,27,57
78,31,67,63
51,52,26,39
94,71,61,73
61,66,43,53
24,94,56,54
38,32,76,56
78,100,61,74
87,71,49,65
55,49,41,47
72,98,46,64
70,87,82,79
83,50,53,61
83,74,75,77
26,83,34,41
70,68,42,56
45,31,36,38
29,65,90,67
98,63,27,56
97,66,34,59
68,73,35,52
74,76,58,66
61,29,97,73
45,96,95,80
33,38,26,30
89,41,59,64
56,48,63,58
51,75,73,67
73,33,27,42
73,82,83,80
37,35,58,47
84,54,88,80
65,26,26,38
30,78,36,43
81,37,73,68
85,58,43,59
99,68,56,71
77,56,23,46
62,52,91,74
85,43,81,75
60,69,38,51
56,59,49,53
93,75,77,81
41,41,95,68
80,21,70,63
33,49,34,37
96,81,46,68
87,98,66,79
84,21,57,58
44,94,99,82
77,50,83,75
89,67,29,55
69,78,52,62
99,87,54,74
20,92,80,64
43,90,69,65
75,33,30,44
66,97,75,77
66,61,46,55
47,55,57,54
70,40,26,42
71,63,47,57
71,88,35,56
34,72,98,74
76,41,37,50
32,65,50,48
71,67,56,63
91,30,99,83
75,51,48,57
80,88,90,87
74,73,45,59
52,36,65,55
58,49,55,55
58,44,47,50
90,73,70,77
46,35,59,50
46,96,41,54
69,89,71,74
70,44,83,71
75,30,29,43
61,61,41,51
28,40,58,45
75,62,75,72
55,63,62,60
40,25,63,48
85,43,38,53
87,48,66,69
21,39,28,28
58,92,87,79
44,77,55,56
42,84,43,51
30,72,73,60
78,49,82,74
91,79,47,67
63,66,32,48
48,53,49,50
89,78,47,66
21,73,70,56
53,71,93,77
27,50,96,66
35,65,92,70
47,94,52,59
23,32,60,43
56,79,54,60
57,22,62,52
54,65,20,39
99,88,93,94
38,64,87,68
38,49,79,61
78,29,65,62
65,94,32,54
77,50,73,70
73,25,48,51
22,58,24,30
91,48,91,82
38,53,94,69
75,54,36,51
62,65,61,62
53,79,60,62
99,26,31,50
56,73,56,59
30,57,60,50
72,55,89,77
30,55,80,60
38,44,70,55
70,94,87,83
37,51,33,38
33,83,50,52
67,45,63,61
54,44,33,42
74,97,52,68
86,74,36,59
52,93,90,79
81,47,32,50
86,97,53,72
97,30,57,64
86,48,44,57
95,30,83,76
79,91,91,87
61,76,35,51
42,82,32,45
23,84,28,38
79,44,92,78
49,35,58,51
25,29,99,63
31,49,25,32
87,81,38,61
82,70,24,51
59,34,35,42
38,34,71,54
79,61,64,68
96,60,27,54
77,36,29,45
53,26,84,63
86,36,90,78
81,75,64,71
29,84,62,56
37,86,100,78
56,61,81,70
48,44,57,52
53,72,97,79
70,55,97,80
88,27,98,81
82,83,49,66
98,36,28,51
40,27,36,35
57,65,40,50
50,49,86,68
60,59,29,44
30,30,45,38
100,59,30,57
99,43,82,79
39,52,25,35
65,51,72,66
60,72,90,77
63,87,92,82
27,43,66,50
87,80,48,66
65,94,41,59
21,28,24,24
77,91,81,82
88,47,29,50
46,54,78,64
49,34,66,54
73,37,51,55
55,47,75,63
39,58,43,45
63,91,47,61
24,77,25,35
30,62,31,37
82,99,21,55
64,91,39,57
80,96,82,84
28,96,43,49
53,85,94,80
54,43,45,47
82,79,62,71
68,61,47,56
98,70,60,73
99,46,45,61
20,58,42,39
36,80,66,60
100,36,76,75
22,99,29,41
26,49,66,51
40,33,84,61
49,21,54,46
74,95,53,68
99,81,67,79
44,89,68,65
42,30,68,53
33,66,25,36
21,41,24,26
24,24,25,24
32,42,71,54
91,46,54,64
63,44,42,49
36,92,81,70
35,91,34,46
48,70,97,77
26,88,99,75
94,95,96,95
67,52,55,58
84,48,46,58
36,56,43,44
91,75,91,88
76,58,33,51
64,20,57,52
54,82,31,48
78,83,47,64
29,86,61,56
80,35,34,48
87,99,74,83
51,27,43,42
55,54,76,65
43,87,64,62
93,79,69,78
70,77,48,60
25,22,30,27
35,75,49,50
92,95,59,76
40,52,41,43
72,62,59,64
39,26,90,62
49,91,96,81
45,25,70,54
23,27,40,32
75,66,93,82
24,94,46,49
20,44,76,53
64,78,62,66
53,75,92,77
64,96,31,54
97,70,75,81
74,45,53,58
26,36,52,41
82,97,29,58
90,85,91,90
61,83,67,68
36,67,74,61
31,88,55,54
91,59,31,55
33,99,27,43
62,25,59,53
48,62,73,63
25,76,78,62
53,28,36,40
20,60,50,43
98,50,56,67
67,48,51,55
49,34,62,52
85,73,60,70
99,92,22,59
29,77,47,48
55,70,22,42
60,88,51,61
68,20,88,68
96,26,30,49
57,88,71,70
43,20,100,67
86,80,23,53
70,29,54,54
32,76,82,66
74,85,62,70
31,36,23,28
56,74,36,50
45,54,20,34
96,23,51,59
78,74,88,82
94,84,85,88
50,83,51,57
67,50,78,69
79,43,86,75
42,36,85,62
91,84,42,65
29,63,55,49
100,95,33,66
48,34,61,52
37,97,67,64
61,94,60,67
21,86,78,62
32,28,57,44
36,70,66,58
44,41,81,62
82,49,52,60
31,85,94,73
35,73,79,65
50,86,73,69
26,65,69,55
42,31,88,63
23,92,91,71
68,31,47,50
92,80,35,61
54,83,78,72
69,68,59,64
22,28,98,61
63,49,81,69
94,63,100,91
71,55,22,43
76,29,34,46
85,85,31,58
45,91,66,65
97,70,51,69
40,43,65,53
89,41,88,79
67,31,87,70
57,99,51,62
67,47,96,78
55,78,63,64
98,37,77,75
21,98,36,44
43,54,44,46
32,25,93,61
70,56,43,54
40,62,55,52
91,35,70,69
50,86,99,82
57,33,47,47
52,84,73,69
32,99,55,57
100,56,69,76
75,35,54,56
26,81,75,62
92,41,78,75
60,99,51,63
36,25,25,28
100,58,83,83
80,65,58,66
28,51,75,56
39,34,26,32
76,50,36,51
35,35,63,49
72,24,49,51
69,39,66,62
98,62,51,67
70,76,46,59
90,23,53,58
33,74,83,66
78,20,80,67
100,73,49,69
74,76,67,71
84,70,89,84
63,90,24,49
33,52,91,66
32,53,44,42
41,36,68,54
73,35,54,56
93,70,58,71
56,30,54,50
67,58,26,45
61,25,43,45
27,95,85,70
70,25,28,40
93,69,63,73
28,53,53,46
99,94,32,64
52,79,73,68
79,63,95,84
27,88,24,38
85,82,45,64
85,91,32,60
20,94,84,67
22,81,82,64
41,45,80,61
39,57,30,38
46,22,27,32
23,76,62,53
48,21,88,63
48,55,52,51
61,55,67,63
47,25,46,42
52,88,54,60
99,94,51,74
63,75,82,75
56,42,87,69
34,91,53,55
81,62,86,80
31,99,44,51
50,57,98,75
30,24,33,30
70,75,58,65
50,62,50,52
70,88,79,78
81,68,81,78
91,94,50,71
42,94,32,47
57,51,76,65
21,22,22,22
39,34,66,52
78,80,65,72
54,50,79,66
34,52,20,31
28,92,30,42
62,98,26,51
95,45,69,72
88,38,98,83
48,31,32,37
27,85,31,41
35,85,47,51
84,63,98,87
90,74,97,90
93,54,85,81
61,37,99,75
44,29,32,35
60,43,79,66
39,79,89,72
90,51,65,70
78,74,29,53
97,46,39,58
44,65,95,74
69,82,35,55
55,92,86,78
58,51,63,59
82,54,91,81
75,49,53,59
28,47,47,41
78,52,98,83
33,65,20,33
88,28,34,49
52,63,77,67
44,23,63,49
22,35,41,34
67,50,55,58
34,35,70,52
37,32,76,56
86,94,69,79
70,61,48,57
40,36,41,40
34,71,30,39
39,79,57,56
47,72,28,42
39,42,65,53
54,50,51,52
31,32,57,44
92,94,33,63
86,21,96,78
83,53,75,73
79,52,64,66
39,98,88,75
56,24,81,62
83,52,68,69
32,87,34,44
50,53,52,52
66,62,85,75
33,91,45,51
78,33,96,78
38,27,67,50
71,90,53,66
77,90,29,56
80,97,60,73
37,65,89,69
37,91,79,69
32,47,72,55
34,48,52,46
97,37,79,76
69,93,91,85
20,50,68,50
27,63,21,31
87,68,87,83
100,37,68,71
70,29,53,53
38,47,25,33
82,90,42,64
96,59,37,59
60,52,29,43
38,81,32,44
72,66,23,46
73,68,98,84
86,41,41,54
32,43,53,45
78,68,47,60
86,80,24,54
25,79,38,42
43,51,31,39
33,63,80,62
58,92,42,57
93,82,26,57
97,58,23,52
69,70,68,69
100,22,28,48
48,82,86,74
29,81,87,68
97,90,70,82
20,62,93,65
40,83,27,42
35,27,65,48
38,86,21,39
80,56,52,61
43,49,35,40
76,49,72,69
24,30,79,53
45,50,49,48
53,63,90,74
85,58,61,68
50,48,54,52
30,36,77,55
40,42,81,61
61,81,41,55
95,32,80,75
41,54,67,57
98,35,24,48
22,61,81,59
49,51,85,67
24,43,40,36
21,21,24,22
73,49,73,68
84,96,78,83
80,71,91,84
65,27,78,64
22,93,52,51
31,71,52,50
59,25,22,34
56,63,52,55
61,40,45,49
58,100,22,48
76,60,57,63
64,50,57,58
69,98,30,55
43,29,68,53
99,72,63,76
37,70,68,59
48,88,55,60
62,34,83,67
98,72,23,55
79,47,46,56
27,49,71,53
50,77,22,41
91,30,87,77
38,100,79,71
97,92,62,78
93,70,94,89
66,57,68,65
51,67,44,51
30,34,23,27
32,100,70,65
45,75,24,40
52,63,89,73
82,28,81,71
55,44,45,48
84,56,63,68
94,84,65,78
38,82,50,53
98,24,36,52
32,31,61,46
68,49,72,66
97,86,84,88
37,41,62,50
90,72,98,90
99,20,81,74
37,80,76,65
96,24,79,73
52,28,25,34
69,67,40,54
48,79,21,41
58,36,72,61
35,89,69,63
46,54,76,63
41,60,48,48
76,71,80,77
44,83,56,58
46,88,40,51
21,43,48,39
58,20,44,43
94,69,78,81
71,43,33,46
31,65,64,54
68,99,78,79
39,39,39,39
34,80,94,73
76,72,61,68
87,97,96,94
85,94,87,88
77,63,88,80
69,93,25,52
82,100,59,74
72,60,82,75
52,74,43,52
73,80,100,88
44,70,54,54
46,60,66,59
61,60,83,72
80,97,83,85
90,77,84,84
90,55,95,86
74,93,72,77
33,21,42,35
69,74,78,74
50,75,73,66
91,46,86,80
31,81,65,58
80,83,50,66
90,96,88,90
66,54,86,74
38,32,61,48
36,80,78,66
61,87,94,83
66,45,23,40
86,86,54,70
38,60,50,48
45,41,65,54
50,66,49,53
70,62,90,78
93,38,89,80
72,88,38,58
79,25,60,59
94,38,23,47
59,95,63,68
62,75,54,61
88,40,22,45
40,27,85,60
72,86,61,69
78,79,33,56
43,47,90,67
82,41,91,78
22,41,86,58
29,88,43,48
32,99,65,62
35,95,55,57
48,21,96,67
65,92,63,69
34,40,83,60
77,20,24,39
55,25,37,40
50,24,65,52
33,51,70,55
64,33,34,43
20,58,48,42
50,65,44,50
58,33,33,40
88,88,99,94
50,22,57,48
39,32,47,42
100,92,66,81
91,30,65,66
56,41,20,35
44,85,22,41
35,53,85,64
39,77,31,43
100,22,70,69
59,66,89,75
52,52,46,49
37,76,26,39
78,71,59,67
23,92,69,60
80,22,68,62
90,23,80,72
91,24,40,52
93,95,98,96
29,30,81,55
73,65,24,47
63,33,50,50
66,64,30,48
34,68,77,62
45,60,58,54
78,33,53,56
34,70,38,43
60,20,23,34
61,56,31,45
75,79,81,79
75,29,25,41
56,54,26,41
52,76,54,58
97,30,90,80
90,67,78,79
76,38,57,59
46,74,56,57
82,74,23,51
24,93,43,47
57,28,39,42
88,78,20,52
59,73,69,67
56,89,98,84
37,84,33,44
95,35,37,54
39,77,81,68
94,22,93,79
66,67,100,83
39,100,54,59
52,60,32,44
53,34,39,42
86,30,59,61
85,21,65,62
32,95,67,62
67,59,49,56
80,43,38,52
39,33,63,50
77,53,44,56
31,30,81,56
20,59,20,28
49,88,39,52
62,52,78,68
84,95,63,76
57,78,88,77
56,68,65,63
23,89,94,72
69,86,62,69
74,31,54,55
60,87,53,62
47,62,41,47
32,75,63,56
87,20,35,48
46,66,72,63
59,28,62,54
37,24,88,60
49,35,51,47
75,34,46,52
39,81,89,72
31,84,74,63
56,82,22,44
62,89,51,62
30,38,76,55
69,76,36,54
92,58,100,89
68,27,50,51
40,64,92,71
51,69,83,71
79,61,43,57
42,58,38,43
52,24,97,69
76,42,67,65
74,44,56,59
82,53,36,53
65,98,36,57
35,47,86,63
50,78,66,64
62,26,85,66
27,30,69,49
100,84,81,87
36,52,41,42
44,58,64,57
45,22,91,63
48,39,36,40
57,61,69,64
72,73,64,68
21,32,41,33
65,83,50,61
53,87,28,47
45,70,98,76
76,28,41,49
97,20,69,68
34,59,93,68
36,32,46,40
73,55,52,59
80,65,86,80
94,59,93,86
69,54,33,48
35,21,96,63
55,52,39,46
52,87,91,78
50,30,96,69
45,77,33,45
46,39,26,35
87,43,100,85
62,47,87,72
56,99,33,53
81,86,51,67
54,34,93,70
99,92,73,85
38,93,20,40
94,23,58,62
75,86,90,85
95,60,61,71
52,96,41,55
92,41,65,68
